from,to,prob,rate
Alert_crowd_sprinter,Crowd_weaving_rusher,0.1050724637681159,0.05441400304414
Alert_crowd_sprinter,Alert_crowd_sprinter,0.0,0.05441400304414
Alert_crowd_sprinter,Rushing_group_dense,0.108695652173913,0.05441400304414
Alert_crowd_sprinter,Ruthless_barger,0.0036231884057971,0.05441400304414
Alert_crowd_sprinter,Desperate_rusher,0.0652173913043478,0.05441400304414
Rushing_group_dense,Zoned_out_weaver,0.0,0.0610465116279069
Rushing_group_dense,Uninterrupted_speed_walker,0.0043478260869565,0.0610465116279069
Rushing_group_dense,Alert_fast_walker_open_space,0.0,0.0610465116279069
Rushing_group_dense,Quiet_pair,0.0130434782608695,0.0610465116279069
Rushing_group_dense,Focused_rusher,0.0913043478260869,0.0610465116279069
Rushing_group_dense,Engaged_speed_walker,0.0217391304347826,0.0610465116279069
Rushing_group_dense,Group_barging_through,0.2478260869565217,0.0610465116279069
Rushing_group_dense,Aggressive_barger,0.0,0.0610465116279069
Rushing_group_dense,Stressed_pusher,0.0,0.0610465116279069
Rushing_group_dense,Group_in_a_panic,0.0521739130434782,0.0610465116279069
Rushing_group_dense,Solo_sprinter,0.0391304347826087,0.0610465116279069
Rushing_group_dense,Watchful_runner,0.0,0.0610465116279069
Rushing_group_dense,Crowd_weaving_rusher,0.3347826086956522,0.0610465116279069
Rushing_group_dense,Alert_crowd_sprinter,0.0695652173913043,0.0610465116279069
Rushing_group_dense,Rushing_group_dense,0.0,0.0610465116279069
Rushing_group_dense,Ruthless_barger,0.008695652173913,0.0610465116279069
Rushing_group_dense,Desperate_rusher,0.0,0.0610465116279069
Ruthless_barger,Zoned_out_weaver,0.0,0.0793478260869565
Ruthless_barger,Uninterrupted_speed_walker,0.0454545454545454,0.0793478260869565
Ruthless_barger,Alert_fast_walker_open_space,0.0,0.0793478260869565
Ruthless_barger,Quiet_pair,0.0,0.0793478260869565
Ruthless_barger,Focused_rusher,0.0303030303030303,0.0793478260869565
Ruthless_barger,Engaged_speed_walker,0.0,0.0793478260869565
Ruthless_barger,Group_barging_through,0.0,0.0793478260869565
Ruthless_barger,Aggressive_barger,0.1212121212121212,0.0793478260869565
Ruthless_barger,Stressed_pusher,0.0,0.0793478260869565
Ruthless_barger,Group_in_a_panic,0.0,0.0793478260869565
Ruthless_barger,Solo_sprinter,0.3939393939393939,0.0793478260869565
Ruthless_barger,Watchful_runner,0.0,0.0793478260869565
Ruthless_barger,Crowd_weaving_rusher,0.2575757575757575,0.0793478260869565
Ruthless_barger,Alert_crowd_sprinter,0.0303030303030303,0.0793478260869565
Ruthless_barger,Rushing_group_dense,0.0151515151515151,0.0793478260869565
Ruthless_barger,Ruthless_barger,0.0,0.0793478260869565
Ruthless_barger,Desperate_rusher,0.0151515151515151,0.0793478260869565
Desperate_rusher,Zoned_out_weaver,0.0,0.0928571428571428
Desperate_rusher,Uninterrupted_speed_walker,0.0392156862745098,0.0928571428571428
Desperate_rusher,Alert_fast_walker_open_space,0.0980392156862745,0.0928571428571428
Desperate_rusher,Quiet_pair,0.0,0.0928571428571428
Desperate_rusher,Focused_rusher,0.0,0.0928571428571428
Desperate_rusher,Engaged_speed_walker,0.0784313725490196,0.0928571428571428
Desperate_rusher,Group_barging_through,0.0,0.0928571428571428
Desperate_rusher,Aggressive_barger,0.0392156862745098,0.0928571428571428
Desperate_rusher,Stressed_pusher,0.0588235294117647,0.0928571428571428
Desperate_rusher,Group_in_a_panic,0.0196078431372549,0.0928571428571428
Desperate_rusher,Solo_sprinter,0.0,0.0928571428571428
Desperate_rusher,Watchful_runner,0.1568627450980392,0.0928571428571428
Desperate_rusher,Crowd_weaving_rusher,0.0,0.0928571428571428
Desperate_rusher,Alert_crowd_sprinter,0.4313725490196078,0.0928571428571428
Desperate_rusher,Rushing_group_dense,0.0196078431372549,0.0928571428571428
Desperate_rusher,Ruthless_barger,0.0196078431372549,0.0928571428571428
Desperate_rusher,Desperate_rusher,0.0,0.0928571428571428
